Customer ID,Age,Annual Income,Family Size,Spending Score,Work Experience,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital Status_Alone,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Marital Status_Together,Marital Status_Widow,Marital Status_YOLO,Age Group_Young Adult,Age Group_Adult,Age Group_Middle Age,Age Group_Senior,Cluster,PCA1,PCA2
2278,39,0.050718050718050724,1,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,-3312.4448346022787,-16.20789134893021
9360,42,0.05556005556005556,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0,3769.5552433196663,-13.226556123612518
5376,45,0.0036705036705036707,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,2,-214.44495552889657,-10.215046952852234
1993,75,0.08791058791058791,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,1,-3597.4447847295496,19.822375319076357
4047,70,0.09798609798609799,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,2,-1543.4449187708656,14.826479516782797
1409,73,0.061033561033561036,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,1,-4181.444781532639,17.82158969719569
7892,55,0.027883527883527884,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,2301.5552562331986,-0.2238139390570808
2404,48,0.08003858003858004,2,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1,-3186.4448270987964,-7.196846114529926
5255,38,0.11554661790140597,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,2,-335.4449669832611,-17.210955975311087
9422,35,0.057540057540057546,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0,3831.5552342416013,-20.215119496122774
1966,59,0.12692712692712693,0,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1,-3624.444812786331,3.790207764729452
6864,35,0.016468516468516468,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,2,1273.5550134894265,-20.20492004261976
3033,61,0.057930057930057934,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1,-2557.444812703192,5.82931387757251
5710,54,0.060822060822060826,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,119.555043826781,-1.204872747675779
7373,72,0.06991506991506992,2,0.512640099626401,0.2385905794447293,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,2,1782.5550585922165,16.83090506810312
8755,78,0.10298560298560298,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0,3164.5552853503305,22.803074979498632
10738,73,0.07408357408357409,2,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0,5147.555262429079,17.814571686309222
4339,54,0.10102960102960104,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,2,-1251.444948969358,-1.2003663372963018
10755,48,0.03557703557703558,1,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,5164.555229542588,-7.210488176798535
8595,51,0.06364356364356365,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,3004.5552499322566,-4.209062504178739
2968,81,0.07342207342207342,0,0.512640099626401,0.2385905794447293,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,1,-2622.4447868802813,25.81459333288288
8601,44,0.12001662001662002,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0,3010.5552507388584,-11.22171547580431
503,39,0.03083853083853084,1,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1,-5087.4448222276105,-16.201905198845488
8430,67,0.032991032991032995,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,2839.5552792275757,11.817117302982666
7281,65,0.11554661790140597,0,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,2,1690.555050201374,9.81966396374564
2139,49,0.01125001125001125,1,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1,-3451.444829815036,-6.197995234345797
1371,48,0.11991161991161992,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1,-4219.444823840394,-7.209013136351302
9909,28,0.01125001125001125,0,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,4318.55521695011,-27.190870888236095
7286,56,0.0625920625920626,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,1695.5550359204062,0.7918117673889782
7244,73,0.11554661790140597,3,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2,1653.5550623930585,17.822996365635603
6566,70,0.10882510882510883,2,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,2,975.5550646099655,14.829519939897182
8614,67,0.09822909822909823,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0,3023.555278084603,11.817477328902513
4114,60,0.11871461871461872,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2,-1476.444943571605,4.787253159816025
1331,47,0.05368505368505369,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1,-4259.444824852566,-8.202498986391248
2225,47,0.12387312387312388,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,-3365.444830240599,-8.203237274744218
9381,46,0.09955959955959956,2,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,3790.5552388820524,-9.20457591235219
6260,69,0.12357612357612358,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2,669.555061560608,13.821399444854066
10383,58,0.10543060543060544,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0,4792.555243991397,2.7769562398663794
7437,36,0.041907041907041906,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,2,1846.555016190834,-19.21161795733341
8557,42,0.11554661790140597,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0,2966.5552449391125,-13.221927979687628
8375,56,0.08393108393108394,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,2784.5552556571492,0.7895475595906731
6853,42,0.11366561366561367,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,2,1262.55502173891,-13.21651903105942
3076,49,0.09997959997959999,2,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,-2514.4448306821223,-6.194345662915012
1012,72,0.09273459273459274,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,-4578.4447833823915,16.816907757676915
6518,73,0.10152010152010152,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2,927.5550683386246,17.825939330368897
4137,76,0.105999105999106,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,2,-1453.4449101063583,20.812673143448023
8082,53,0.03858153858153859,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,2491.5552560999367,-2.2147471929632303
1386,57,0.04871104871104871,2,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,-4204.444809700217,1.8007410733745601
9369,45,0.1322911322911323,1,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,3778.555240490021,-10.222365263709499
4477,66,0.10364410364410365,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,2,-1113.4449247117927,10.826312645714225
1357,54,0.11228111228111229,3,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,-4233.444813248144,-1.1910229865134028
1402,70,0.10048660048660049,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1,-4188.444790481837,14.819529918860823
10629,51,0.11554661790140597,1,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,5038.55523407072,-4.212810218982163
6312,65,0.09754659754659756,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,2,721.5550623732515,9.821191598151529
8132,49,0.09094659094659095,2,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,2541.5552485863473,-6.198693424420803
1050,72,0.0424980424980425,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1,-4540.444779967263,16.813086698093073
5846,47,0.060369060369060375,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2,255.5550315258006,-8.199300537258601
1859,52,0.11287661287661288,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1,-3731.4448242312546,-3.2058195395526283
7503,48,0.11373761373761375,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2,1912.555021443889,-7.213353287829705
10401,48,0.03948903948903949,0,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,4810.555231520377,-7.211763736403171
1618,59,0.08406908406908407,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,-3972.444808677554,3.787501878118775
3332,39,0.04464004464004464,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1,-2258.4448387353114,-16.21190101233165
2261,55,0.039456039456039455,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1,-3329.4448174882186,-0.20821833410249013
5346,51,0.03533853533853534,1,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,-244.44495988549897,-4.203133022724238
4119,61,0.057930057930057934,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2,-1471.4449342112775,5.830266443665046
535,37,0.12204162204162204,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1,-5055.444822298105,-18.207102009153544
5268,64,0.04416004416004416,2,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,2,-322.44493203144975,8.828765003693832
273,54,0.05420705420705421,2,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1,-5317.444811413222,-1.1945021864962726
4452,67,0.07558207558207558,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2,-1138.4449265453104,11.819544629878564
8504,51,0.1193896193896194,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,2913.555250900583,-4.21915743991628
771,57,0.08126708126708126,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,-4819.44480561059,1.7957278387136526
8996,67,0.11554661790140597,3,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0,3405.5552736009613,11.830966140813828
9235,67,0.11554661790140597,2,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0,3644.5552706589497,11.816045377819918
5798,51,0.11554661790140597,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,2,207.55503385880638,-4.202997521153208
11178,52,0.06359106359106359,1,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,5587.555225135286,-3.2139507085381283
2230,54,0.03543903543903544,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1,-3360.4448207298738,-1.200281381655465
7516,41,0.045144045144045145,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,2,1925.5550254580276,-14.21393938545944
7247,64,0.07187407187407188,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,2,1656.55505466029,8.825574789233329
11100,52,0.07771957771957773,2,0.512640099626401,0.2385905794447293,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0,5509.555231793105,-3.207466502512773
4646,73,0.11774561774561774,0,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,-944.4449195632924,17.813517522424263
3037,41,0.07522507522507522,0,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1,-2553.444832875385,-14.209920085041297
1473,64,0.07173457173457173,1,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,-4117.444799080704,8.825972521601116
1016,65,0.051831051831051834,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1,-4574.444794250503,9.829781610404126
4518,45,0.12853962853962855,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,2,-1072.4449502744628,-10.210054769825128
9370,79,0.09876909876909877,0,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0,3779.555286056264,23.80355325255954
8908,65,0.1307926307926308,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0,3317.5552740537296,9.808630900654464
8373,45,0.03689103689103689,1,0.512640099626401,0.2385905794447293,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,2782.555249829309,-10.21687832950186
7533,60,0.07364407364407365,2,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,2,1942.5550395773917,4.789878650801391
2683,55,0.07861957861957862,2,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1,-2907.4448203067045,-0.2029647017532099
3629,46,0.05783555783555784,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1,-1961.4448412081624,-9.204073450591537
10991,64,0.1335871335871336,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0,5400.555253379327,8.812398104199573
5077,45,0.11594711594711596,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,2,-513.4449539533998,-10.210647425423758
7431,33,0.1021891021891022,0,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,2,1840.5550103622363,-22.20768386609663
3267,61,0.08593208593208594,1,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1,-2323.4448142846145,5.834758652470818
999,33,0.12905562905562906,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1,-4591.444830734456,-22.210092646577614
9215,44,0.06596106596106596,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0,3624.5552444843743,-11.21531340984587
2286,62,0.07617757617757619,2,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,-3304.4448041346486,6.829560658146434
1592,54,0.13614763614763614,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1,-3998.4448142749134,-1.2123087082316246
367,46,0.05482505482505483,1,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,-5223.444818920446,-9.19583344575151
5234,57,0.04612954612954613,2,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,-356.44495218835164,1.8016986054078004
9862,55,0.03287703287703288,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,4271.555246457141,-0.21425401088424678
9805,71,0.08419358419358419,1,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,4214.555269376178,15.81749138912977
6205,57,0.04883554883554884,1,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2,614.5550353028939,1.7912753094767453
8442,39,0.029265029265029267,2,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,2851.55523984538,-16.206643808485154
7386,48,0.04648804648804649,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2,1795.55502262352,-7.201754400639594
7215,41,0.15295515295515297,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,2,1624.5550238582528,-14.221162449863897
1491,59,0.10723210723210724,0,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,-4099.444810644833,3.790548892379043
11071,40,0.11941061941061941,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0,5480.555225971297,-15.228572014021886
3381,71,0.08152208152208153,2,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1,-2209.444802356979,15.827963563859598
8268,63,0.11554661790140597,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0,2677.5552735452475,7.823707660257874
11051,68,0.11606411606411607,2,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,5460.555260957761,12.826331362703115
8026,72,0.09449709449709451,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0,2435.555288443954,16.809385997011262
433,66,0.091996591996592,2,0.512640099626401,0.2385905794447293,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,1,-5157.444791047655,10.837273942036305
9597,55,0.11017211017211018,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,4006.555248637862,-0.2236368503997852
1295,61,0.11554661790140597,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1,-4295.44479517904,5.827698022760011
5290,60,0.06232656232656233,2,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,2,-300.44494787467465,4.799298245664566
1685,57,0.09447159447159448,0,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1,-3905.44481379654,1.7961759563596118
5342,48,0.014322014322014322,1,0.512640099626401,0.2385905794447293,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2,-248.44496717307902,-7.198180863215839
9579,65,0.05064305064305064,3,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0,3988.555267298141,9.831984940084666
7660,51,0.05379005379005379,2,0.512640099626401,0.2385905794447293,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,0,2069.5552522287308,-4.1978291662445315
1461,59,0.055381555381555383,2,0.512640099626401,0.2385905794447293,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1,-4129.444812719263,3.805965637418055
821,32,0.1392886392886393,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1,-4769.4448365291955,-23.20395141329448
11084,48,0.09765609765609766,1,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0,5493.555224054222,-7.204558175095293
8690,62,0.12916662916662916,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0,3099.5552717905557,6.811355143033516
2937,50,0.10252810252810253,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1,-2653.4448339361106,-5.1995787228957795
9701,36,0.06282456282456282,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0,4110.555233244386,-19.212214867971447
9949,48,0.08971358971358971,2,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,4358.555237609127,-7.206840936077825
10837,49,0.03593553593553594,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,5246.555233038942,-6.214307725229048
3120,43,0.057820557820557825,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1,-2470.4448291793165,-12.209053446646998
5885,51,0.053532053532053536,3,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,294.55503648387094,-4.19233797749655
4050,58,0.07440757440757441,0,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2,-1540.4449456162488,2.7889611106733767
3830,71,0.08903108903108904,2,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,2,-1760.4449196728838,15.829587848986804
7987,55,0.09862059862059863,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,2396.5552591911774,-0.216280118563823
7798,52,0.06951606951606952,1,0.512640099626401,0.2385905794447293,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,2207.555253539579,-3.206672803018577
92,36,0.051264051264051265,1,0.512640099626401,0.2385905794447293,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,1,-5498.444819415156,-19.20203033890789
7055,72,0.09151509151509152,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,2,1464.555063504903,16.825685048266223
10240,75,0.10405810405810406,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,4649.555277219708,19.80292495820447
3025,66,0.07495057495057496,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,-2565.4448040257244,10.81978137583802
9283,46,0.0902985902985903,3,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,3692.5552358609384,-9.200723554254544
9970,47,0.08306258306258307,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,4379.555235886304,-8.207683000403222
2730,69,0.12047562047562048,0,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,-2860.4447983440227,13.811943001612491
2795,66,0.045784545784545785,3,0.512640099626401,0.2385905794447293,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,1,-2795.4448083299562,10.836474385809268
9260,79,0.10553410553410554,0,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0,3669.555286780267,23.803672151942195
8182,40,0.034842034842034846,1,0.512640099626401,0.2385905794447293,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0,2591.5552485646776,-15.217992708560956
10095,49,0.11124761124761125,0,0.512640099626401,0.2385905794447293,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0,4504.555232580387,-6.2081746168179635
8475,51,0.23586473586473589,1,0.512640099626401,0.2385905794447293,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,2884.555248838198,-4.206315599433793
