Customer ID,Age,Annual Income,Family Size,Education,Marital Status,Gender,Spending Score,Profession,Work Experience
3076,49,66653.0,2,Graduation,Together,,,,
1012,72,61823.0,1,Graduation,Single,,,,
6518,73,67680.0,1,PhD,Widow,,,,
4137,76,70666.0,0,Graduation,Together,,,,
8082,53,25721.0,1,Graduation,Married,,,,
1386,57,32474.0,2,Graduation,Together,,,,
9369,45,88194.0,1,2n Cycle,Single,,,,
4477,66,69096.0,1,Graduation,Together,,,,
1357,54,74854.0,3,Graduation,Together,,,,
1402,70,66991.0,0,Master,Married,,,,
10629,51,,1,2n Cycle,Married,,,,
6312,65,65031.0,1,Graduation,Married,,,,
8132,49,60631.0,2,PhD,Married,,,,
1050,72,28332.0,0,Graduation,Married,,,,
5846,47,40246.0,1,Graduation,Divorced,,,,
1859,52,75251.0,0,Master,Married,,,,
7503,48,75825.0,0,Graduation,Single,,,,
10401,48,26326.0,0,2n Cycle,Together,,,,
1618,59,56046.0,0,Graduation,Together,,,,
3332,39,29760.0,1,Graduation,Single,,,,
2261,55,26304.0,1,Graduation,Married,,,,
5346,51,23559.0,1,2n Cycle,Married,,,,
4119,61,38620.0,0,Master,Together,,,,
535,37,81361.0,0,Graduation,Divorced,,,,
5268,64,29440.0,2,Graduation,Married,,,,
273,54,36138.0,2,Master,Married,,,,
4452,67,50388.0,1,Graduation,Single,,,,
8504,51,79593.0,0,Graduation,Married,,,,
771,57,54178.0,1,Graduation,Together,,,,
8996,67,,3,PhD,Married,,,,
9235,67,,2,Graduation,Single,,,,
5798,51,,0,Master,Together,,,,
11178,52,42394.0,1,Master,Single,,,,
2230,54,23626.0,1,PhD,Married,,,,
7516,41,30096.0,1,Graduation,Married,,,,
7247,64,47916.0,1,Graduation,Widow,,,,
11100,52,51813.0,2,Graduation,Divorced,,,,
4646,73,78497.0,0,2n Cycle,Married,,,,
3037,41,50150.0,0,PhD,Married,,,,
1473,64,47823.0,1,2n Cycle,Single,,,,
1016,65,34554.0,1,PhD,Single,,,,
4518,45,85693.0,1,Graduation,Together,,,,
9370,79,65846.0,0,PhD,Married,,,,
8908,65,87195.0,0,Graduation,Married,,,,
8373,45,24594.0,1,Basic,Together,,,,
7533,60,49096.0,2,Graduation,Married,,,,
2683,55,52413.0,2,Graduation,Married,,,,
3629,46,38557.0,1,Graduation,Single,,,,
10991,64,89058.0,0,Master,Married,,,,
5077,45,77298.0,1,Graduation,Together,,,,
7431,33,68126.0,0,PhD,Single,,,,
3267,61,57288.0,1,Master,Together,,,,
999,33,86037.0,0,Graduation,Single,,,,
9215,44,43974.0,1,PhD,Married,,,,
2286,62,50785.0,2,Graduation,Single,,,,
1592,54,90765.0,0,Graduation,Married,,,,
367,46,36550.0,1,2n Cycle,Married,,,,
5234,57,30753.0,2,2n Cycle,Together,,,,
9862,55,21918.0,1,Graduation,Together,,,,
9805,71,56129.0,1,Master,Together,,,,
6205,57,32557.0,1,Master,Single,,,,
8442,39,19510.0,2,Master,Married,,,,
7386,48,30992.0,1,Graduation,Divorced,,,,
7215,41,101970.0,0,Graduation,Single,,,,
1491,59,71488.0,0,2n Cycle,Together,,,,
11071,40,79607.0,0,Graduation,Single,,,,
3381,71,54348.0,2,Master,Married,,,,
8268,63,,1,PhD,Married,,,,
11051,68,77376.0,2,PhD,Together,,,,
8026,72,62998.0,1,Graduation,Married,,,,
433,66,61331.0,2,Master,Alone,,,,
9597,55,73448.0,0,Graduation,Married,,,,
1295,61,,1,Graduation,Married,,,,
5290,60,41551.0,2,PhD,Married,,,,
1685,57,62981.0,0,PhD,Together,,,,
5342,48,9548.0,1,Basic,Divorced,,,,
9579,65,33762.0,3,PhD,Married,,,,
7660,51,35860.0,2,PhD,Alone,,,,
1461,59,36921.0,2,PhD,Divorced,,,,
821,32,92859.0,0,Master,Single,,,,
11084,48,65104.0,1,Master,Together,,,,
8690,62,86111.0,0,Graduation,Married,,,,
2937,50,68352.0,1,PhD,Single,,,,
9701,36,41883.0,1,Graduation,Together,,,,
9949,48,59809.0,2,Graduation,Married,,,,
10837,49,23957.0,1,Graduation,Married,,,,
3120,43,38547.0,1,Graduation,Together,,,,
5885,51,35688.0,3,2n Cycle,Married,,,,
4050,58,49605.0,0,Master,Married,,,,
3830,71,59354.0,2,Master,Married,,,,
7987,55,65747.0,1,Graduation,Married,,,,
7798,52,46344.0,1,2n Cycle,Together,,,,
92,36,34176.0,1,Graduation,Alone,,,,
7055,72,61010.0,1,PhD,Together,,,,
10240,75,69372.0,0,Graduation,Together,,,,
3025,66,49967.0,1,Graduation,Single,,,,
9283,46,60199.0,3,Graduation,Single,,,,
9970,47,55375.0,1,Graduation,Together,,,,
2730,69,80317.0,0,Graduation,Single,,,,
2795,66,30523.0,3,Master,Single,,,,
9260,79,70356.0,0,PhD,Married,,,,
8182,40,23228.0,1,Graduation,Married,,,,
10095,49,74165.0,0,PhD,Divorced,,,,
8475,51,157243.0,1,PhD,Married,,,,
4370,58,43482.0,3,Graduation,Together,,,,
10573,71,62551.0,0,Graduation,Divorced,,,,
3712,65,52332.0,0,Graduation,Divorced,,,,
6637,36,66951.0,0,Graduation,Single,,,,
3152,67,26091.0,2,Graduation,Together,,,,
5610,59,33456.0,2,Graduation,Together,,,,
6460,42,28718.0,1,Graduation,Married,,,,
1349,54,50447.0,2,Graduation,Married,,,,
1880,65,53537.0,2,PhD,Together,,,,
641,57,52074.0,1,Graduation,Single,,,,
8717,49,80427.0,1,PhD,Married,,,,
10314,76,83837.0,0,PhD,Married,,,,
10854,54,38853.0,2,PhD,Married,,,,
10492,65,38285.0,3,Graduation,Together,,,,
6935,73,78497.0,0,2n Cycle,Married,,,,
7698,48,51650.0,1,PhD,Married,,,,
3559,36,16248.0,1,2n Cycle,Married,,,,
10562,78,66835.0,0,Master,Married,,,,
10796,40,30477.0,1,Master,Married,,,,
2563,63,28249.0,0,Basic,Married,,,,
3518,41,25271.0,1,Graduation,Married,,,,
5823,54,32303.0,1,PhD,Single,,,,
3934,58,61286.0,1,Graduation,Married,,,,
6982,48,74068.0,0,Graduation,Married,,,,
6431,60,45759.0,2,PhD,Married,,,,
9733,46,24882.0,1,Basic,Together,,,,
5602,35,66973.0,0,PhD,Together,,,,
7829,124,36640.0,1,2n Cycle,Divorced,,,,
1324,36,38872.0,1,Graduation,Married,,,,
326,51,51148.0,2,Graduation,Married,,,,
7224,47,31353.0,2,Graduation,Married,,,,
6999,44,69661.0,0,Master,Married,,,,
9938,70,80067.0,0,Graduation,Married,,,,
6422,70,86718.0,0,Graduation,Married,,,,
3182,51,46854.0,2,PhD,Single,,,,
7300,72,69142.0,1,Graduation,Divorced,,,,
10424,56,75922.0,0,Graduation,Single,,,,
8727,46,63693.0,1,Graduation,Divorced,,,,
2798,47,102160.0,0,PhD,Together,,,,
1030,59,40637.0,2,PhD,Single,,,,
624,40,18890.0,0,Master,Single,,,,
5176,36,29604.0,1,Graduation,Together,,,,
5552,61,48721.0,2,Master,Divorced,,,,
868,58,44794.0,1,Graduation,Married,,,,
380,70,64497.0,1,Graduation,Divorced,,,,
2677,68,46097.0,1,Graduation,Together,,,,
6521,70,77972.0,0,Graduation,Together,,,,
6927,56,44377.0,2,PhD,Married,,,,
2877,50,46014.0,2,Master,Together,,,,
0,39,70951.0,0,Graduation,Married,,,,
1584,47,41443.0,1,Graduation,Married,,,,
7264,46,52195.0,3,2n Cycle,Single,,,,
6274,76,83790.0,0,Master,Married,,,,
1377,70,44551.0,1,Master,Widow,,,,
454,44,69508.0,1,Graduation,Together,,,,
1755,36,45204.0,1,2n Cycle,Together,,,,
2075,55,72460.0,0,Graduation,Married,,,,
4785,54,77622.0,2,PhD,Together,,,,
9076,44,30732.0,1,PhD,Married,,,,
7079,62,63887.0,1,Graduation,Divorced,,,,
4653,46,42011.0,1,Graduation,Together,,,,
7375,48,51369.0,1,Graduation,Together,,,,
709,72,51537.0,1,Graduation,Divorced,,,,
460,52,79930.0,0,PhD,Married,,,,
3726,38,34320.0,1,PhD,Together,,,,
6798,58,37070.0,2,Graduation,Single,,,,
5341,62,81975.0,1,2n Cycle,Divorced,,,,
1606,53,38590.0,1,Graduation,Together,,,,
9617,73,15033.0,0,Graduation,Single,,,,
3233,59,62745.0,1,PhD,Married,,,,
89,49,22212.0,1,2n Cycle,Married,,,,
2936,42,23661.0,1,Master,Together,,,,
9449,66,79761.0,1,PhD,Single,,,,
7297,51,7500.0,1,Graduation,Single,,,,
11004,131,60182.0,1,2n Cycle,Single,,,,
313,56,73455.0,0,Graduation,Widow,,,,
9940,66,64961.0,1,Graduation,Together,,,,
10735,53,22804.0,1,Graduation,Single,,,,
9529,34,73687.0,0,Graduation,Married,,,,
6439,66,61074.0,1,Graduation,Married,,,,
7411,60,31686.0,2,PhD,Married,,,,
2176,52,80134.0,1,Graduation,Married,,,,
9265,71,75027.0,1,Graduation,Married,,,,
8867,36,67546.0,0,PhD,Married,,,,
8932,55,65176.0,1,Master,Together,,,,
10236,49,31160.0,1,Master,Single,,,,
6340,39,29938.0,1,Graduation,Single,,,,
10089,50,102692.0,0,Graduation,Divorced,,,,
2227,66,26490.0,0,2n Cycle,Together,,,,
10992,57,75702.0,2,Graduation,Together,,,,
5304,50,30899.0,1,PhD,Single,,,,
309,63,63342.0,1,PhD,Together,,,,
3406,60,45989.0,1,Graduation,Single,,,,
2661,60,18701.0,2,Graduation,Single,,,,
3153,67,40737.0,3,PhD,Single,,,,
10264,45,15287.0,1,Graduation,Divorced,,,,
1184,56,69674.0,2,PhD,Divorced,,,,
4200,54,44159.0,1,Master,Married,,,,
9396,46,37717.0,1,PhD,Married,,,,
2387,72,43776.0,2,Master,Together,,,,
6690,58,38179.0,2,Master,Married,,,,
1225,61,80124.0,0,Graduation,Married,,,,
9703,54,38097.0,2,PhD,Married,,,,
291,54,72940.0,0,Graduation,Married,,,,
4557,54,22070.0,1,Graduation,Together,,,,
2379,71,69267.0,0,Graduation,Single,,,,
5726,41,31788.0,1,Master,Single,,,,
3066,49,61905.0,1,PhD,Together,,,,
6336,64,29315.0,2,Graduation,Married,,,,
10967,61,33378.0,2,Graduation,Divorced,,,,
2304,61,66313.0,1,PhD,Together,,,,
3445,68,60714.0,0,Graduation,Single,,,,
7828,43,77882.0,0,Master,Together,,,,
3762,38,69867.0,0,PhD,Single,,,,
4391,56,63841.0,1,Master,Divorced,,,,
4669,43,24480.0,1,Basic,Married,,,,
10144,48,51369.0,1,Graduation,Together,,,,
8652,78,37760.0,0,Graduation,Together,,,,
1672,50,65640.0,1,PhD,Together,,,,
8962,49,44319.0,2,Master,Married,,,,
9974,50,30631.0,1,Graduation,Married,,,,
10983,72,75278.0,0,Graduation,Together,,,,
8148,68,50898.0,2,Master,Together,,,,
10102,58,79946.0,0,Graduation,Widow,,,,
4697,75,35416.0,0,Master,Divorced,,,,
9262,40,32414.0,0,2n Cycle,Together,,,,
7254,55,38361.0,1,Graduation,Together,,,,
4543,44,82497.0,0,Graduation,Married,,,,
4927,53,16626.0,2,Graduation,Together,,,,
10451,59,29672.0,2,Graduation,Together,,,,
2926,72,55951.0,1,Master,Together,,,,
2874,36,35388.0,1,2n Cycle,Divorced,,,,
9738,38,42386.0,1,Master,Together,,,,
7119,42,68627.0,0,Graduation,Single,,,,
3924,59,57912.0,1,PhD,Divorced,,,,
5827,66,35246.0,2,Graduation,Divorced,,,,
5596,68,58821.0,1,2n Cycle,Together,,,,
10812,46,46377.0,1,PhD,Married,,,,
1717,36,39747.0,1,Graduation,Single,,,,
9491,40,23976.0,1,Graduation,Together,,,,
9274,63,80950.0,0,Master,Married,,,,
6609,58,27038.0,0,Graduation,Widow,,,,
6963,77,77457.0,0,Graduation,Single,,,,
4440,60,64100.0,1,Master,Married,,,,
1379,32,42670.0,0,Master,Together,,,,
10032,48,12571.0,1,Graduation,Divorced,,,,
2826,57,22574.0,3,Graduation,Married,,,,
2437,35,,0,Graduation,Married,,,,
6320,48,70893.0,0,Master,Single,,,,
3050,58,54198.0,2,Graduation,Married,,,,
231,68,28839.0,2,Master,Together,,,,
2392,52,40321.0,2,Graduation,Married,,,,
9478,39,66503.0,1,Graduation,Single,,,,
113,73,30833.0,2,Graduation,Married,,,,
2863,54,,3,Graduation,Single,,,,
1802,53,64795.0,1,Graduation,Married,,,,
520,50,34421.0,1,Graduation,Married,,,,
8275,59,47025.0,2,PhD,Divorced,,,,
9750,63,64325.0,1,PhD,Divorced,,,,
2607,71,40464.0,1,Graduation,Single,,,,
7214,67,62187.0,0,Graduation,Married,,,,
5835,48,14849.0,1,PhD,Divorced,,,,
3896,40,27255.0,1,Graduation,Married,,,,
10350,74,54432.0,3,PhD,Married,,,,
7786,38,29999.0,1,PhD,Single,,,,
2861,41,24072.0,1,Graduation,Single,,,,
663,35,33996.0,0,PhD,Single,,,,
10675,68,66334.0,1,PhD,Married,,,,
2521,53,35178.0,1,Master,Married,,,,
9592,41,22010.0,1,Graduation,Together,,,,
10151,64,62204.0,2,Graduation,Divorced,,,,
7381,56,75693.0,0,Graduation,Divorced,,,,
4099,52,30675.0,1,Graduation,Married,,,,
9560,59,83003.0,0,Graduation,Together,,,,
1150,125,83532.0,0,PhD,Together,,,,
10172,36,68655.0,0,Graduation,Single,,,,
11191,38,41411.0,0,Graduation,Divorced,,,,
9707,55,55212.0,1,PhD,Married,,,,
6245,74,59292.0,1,PhD,Together,,,,
8234,51,27190.0,1,Basic,Together,,,,
1411,72,82623.0,0,Graduation,Divorced,,,,
8553,59,44300.0,2,Graduation,Married,,,,
1826,54,84835.0,0,Graduation,Divorced,,,,
8842,53,30372.0,2,Graduation,Widow,,,,
11030,48,33181.0,1,Master,Married,,,,
2579,67,71113.0,1,Graduation,Married,,,,
175,38,71952.0,1,Graduation,Married,,,,
9185,58,69759.0,0,PhD,Single,,,,
11056,50,72099.0,0,Graduation,Married,,,,
9365,48,60000.0,1,PhD,Single,,,,
6201,46,38643.0,2,Graduation,Single,,,,
2061,69,50737.0,1,Graduation,Married,,,,
6184,55,68462.0,0,PhD,Married,,,,
6142,81,65073.0,0,Master,Married,,,,
4107,76,46681.0,2,PhD,Together,,,,
7274,67,78618.0,0,Graduation,Married,,,,
9336,55,62187.0,1,PhD,Widow,,,,
2958,46,28442.0,2,Graduation,Married,,,,
933,46,37717.0,1,PhD,Married,,,,
5837,57,51479.0,2,Graduation,Married,,,,
10704,55,54803.0,1,Graduation,Single,,,,
5125,64,79530.0,0,Graduation,Married,,,,
4432,48,31615.0,1,Graduation,Divorced,,,,
5955,62,72025.0,0,Graduation,Together,,,,
2928,49,52614.0,1,PhD,Single,,,,
5680,40,35684.0,1,2n Cycle,Married,,,,
10313,49,48178.0,2,Graduation,Married,,,,
2557,54,29548.0,1,Master,Single,,,,
1245,58,63810.0,1,Graduation,Single,,,,
1519,52,38578.0,2,PhD,Single,,,,
10703,49,46098.0,2,Master,Single,,,,
1726,54,22585.0,0,Graduation,Single,,,,
4459,35,30279.0,1,Graduation,Single,,,,
1729,63,66426.0,1,PhD,Together,,,,
1517,55,30822.0,1,Graduation,Single,,,,
2098,55,33581.0,2,PhD,Married,,,,
9543,39,19986.0,1,Graduation,Married,,,,
6878,70,27421.0,0,Graduation,Widow,,,,
3310,51,35688.0,3,2n Cycle,Married,,,,
2724,43,36143.0,1,Master,Single,,,,
948,53,10245.0,1,Graduation,Single,,,,
6720,56,43795.0,1,Master,Together,,,,
6202,64,63381.0,1,Graduation,Together,,,,
2066,75,38823.0,1,Graduation,Together,,,,
9799,56,83664.0,2,PhD,Divorced,,,,
8318,45,90300.0,0,Graduation,Together,,,,
5642,45,62499.0,1,Master,Together,,,,
2669,31,74293.0,0,Graduation,Single,,,,
455,78,51012.0,0,PhD,Married,,,,
7683,56,70777.0,1,Master,Married,,,,
3428,33,68682.0,0,PhD,Together,,,,
7414,53,43824.0,2,Graduation,Married,,,,
6354,40,15345.0,1,Graduation,Together,,,,
798,37,23442.0,1,Graduation,Single,,,,
8213,44,14515.0,1,2n Cycle,Together,,,,
2488,68,31395.0,2,2n Cycle,Divorced,,,,
9999,59,75276.0,0,Graduation,Together,,,,
7617,50,42373.0,2,Graduation,Single,,,,
615,64,30507.0,0,Graduation,Together,,,,
2552,69,55521.0,3,PhD,Single,,,,
194,59,48006.0,2,Graduation,Married,,,,
3645,52,27213.0,1,PhD,Single,,,,
8890,53,65808.0,2,PhD,Divorced,,,,
5049,50,30351.0,1,PhD,Together,,,,
9973,61,50437.0,2,Graduation,Married,,,,
7301,42,23616.0,1,2n Cycle,Single,,,,
10882,48,53858.0,1,Graduation,Married,,,,
7030,69,66465.0,1,PhD,Married,,,,
7422,37,46923.0,1,Graduation,Single,,,,
3523,62,75072.0,1,Graduation,Together,,,,
7106,81,75865.0,0,PhD,Married,,,,
6504,49,19789.0,1,2n Cycle,Together,,,,
5067,30,80134.0,0,Graduation,Together,,,,
4216,43,91065.0,0,Graduation,Single,,,,
8581,53,49505.0,2,Master,Married,,,,
5929,51,37401.0,1,PhD,Married,,,,
3129,41,30096.0,1,Graduation,Married,,,,
6528,42,18492.0,1,Master,Together,,,,
1361,50,82584.0,0,Master,Married,,,,
6932,83,93027.0,0,PhD,Married,,,,
7284,71,48686.0,3,Graduation,Married,,,,
1340,38,92910.0,0,Graduation,Married,,,,
8746,35,75433.0,1,Graduation,Married,,,,
5987,35,10404.0,1,2n Cycle,Together,,,,
3767,56,61314.0,1,Graduation,Married,,,,
3725,63,84865.0,0,PhD,Single,,,,
4324,35,42387.0,1,Graduation,Married,,,,
238,57,67309.0,2,2n Cycle,Together,,,,
6694,60,75236.0,1,Graduation,Married,,,,
498,54,30015.0,1,Graduation,Single,,,,
9347,68,50943.0,1,Master,Together,,,,
9699,58,67272.0,1,Graduation,Divorced,,,,
10664,75,51529.0,1,Master,Widow,,,,
5455,53,32011.0,1,PhD,Married,,,,
456,38,7500.0,1,2n Cycle,Married,,,,
5012,35,28691.0,1,Graduation,Married,,,,
7495,76,56223.0,1,PhD,Married,,,,
5029,78,18100.0,0,Graduation,Married,,,,
10642,35,30279.0,1,Graduation,Single,,,,
2106,50,20130.0,0,2n Cycle,Married,,,,
10364,65,23295.0,0,Graduation,Divorced,,,,
5954,52,42618.0,1,Master,Divorced,,,,
1137,60,81246.0,0,Graduation,Single,,,,
2541,48,24027.0,1,Graduation,Married,,,,
1142,71,55707.0,1,PhD,Married,,,,
2276,69,57959.0,1,Graduation,Single,,,,
2807,55,56796.0,1,Graduation,Married,,,,
6471,53,36230.0,1,Master,Single,,,,
6131,44,70829.0,2,2n Cycle,Married,,,,
6233,48,65991.0,1,Graduation,Married,,,,
4148,52,38988.0,3,Graduation,Married,,,,
4947,58,89572.0,0,2n Cycle,Single,,,,
3225,40,42207.0,1,Master,Married,,,,
7540,72,50300.0,1,Graduation,Married,,,,
10648,42,66664.0,0,2n Cycle,Together,,,,
1992,60,60597.0,1,Graduation,Married,,,,
7851,75,70165.0,0,Graduation,Widow,,,,
8594,66,50520.0,1,PhD,Widow,,,,
7059,61,80124.0,0,Graduation,Married,,,,
2815,49,33183.0,1,Graduation,Married,,,,
2416,55,66582.0,0,PhD,Single,,,,
7999,69,75261.0,0,PhD,Together,,,,
9213,54,31880.0,1,Graduation,Widow,,,,
9697,73,53790.0,2,Graduation,Married,,,,
3916,53,49269.0,1,PhD,Together,,,,
2021,49,61456.0,1,Graduation,Married,,,,
1581,44,37406.0,1,Graduation,Married,,,,
564,43,56937.0,1,PhD,Together,,,,
6619,46,38415.0,2,Graduation,Married,,,,
9081,36,20518.0,1,Graduation,Single,,,,
178,68,62503.0,1,Graduation,Married,,,,
916,52,41644.0,2,PhD,Single,,,,
5512,47,55842.0,1,Master,Married,,,,
8970,52,62010.0,1,PhD,Married,,,,
10581,47,41124.0,1,Graduation,Married,,,,
5300,51,38961.0,1,Master,Married,,,,
5154,52,37760.0,1,Master,Divorced,,,,
8346,50,32233.0,1,Graduation,Single,,,,
1676,49,43057.0,1,Graduation,Married,,,,
9286,64,83151.0,0,Master,Together,,,,
2426,60,78825.0,0,PhD,Divorced,,,,
5172,48,65104.0,1,Master,Together,,,,
5562,50,60093.0,1,Graduation,Married,,,,
3436,55,14045.0,1,Graduation,Married,,,,
3921,72,28457.0,0,2n Cycle,Widow,,,,
3403,66,78952.0,1,PhD,Together,,,,
22,48,46310.0,1,Graduation,Divorced,,,,
10965,69,76005.0,0,Graduation,Together,,,,
9426,60,58308.0,1,Master,Single,,,,
6605,80,55614.0,0,PhD,Divorced,,,,
3136,62,59432.0,1,Master,Divorced,,,,
8737,46,55563.0,1,Graduation,Divorced,,,,
11088,53,78642.0,1,PhD,Together,,,,
716,75,67911.0,1,PhD,Together,,,,
466,80,65275.0,0,Graduation,Married,,,,
9135,74,27203.0,2,Graduation,Together,,,,
10623,63,48330.0,1,Master,Together,,,,
8151,34,24279.0,0,Basic,Married,,,,
5140,39,64355.0,1,PhD,Married,,,,
10160,68,50943.0,1,Master,Together,,,,
4945,71,53653.0,0,Graduation,Widow,,,,
10584,48,65665.0,1,Graduation,Married,,,,
6071,35,81217.0,0,Graduation,Single,,,,
3386,32,34935.0,0,Graduation,Married,,,,
8939,65,61250.0,1,Graduation,Divorced,,,,
9925,43,39665.0,1,PhD,Together,,,,
4320,45,60152.0,1,Graduation,Single,,,,
5389,60,48920.0,2,Graduation,Married,,,,
6036,65,89120.0,0,Master,Together,,,,
182,78,44124.0,1,PhD,Together,,,,
203,49,81169.0,0,Master,Single,,,,
11025,63,36443.0,2,Graduation,Married,,,,
10203,34,26095.0,1,Graduation,Single,,,,
4607,65,71367.0,0,Graduation,Together,,,,
3711,80,80184.0,0,Master,Married,,,,
3696,59,30630.0,2,Graduation,Divorced,,,,
2532,37,73454.0,0,Master,Single,,,,
9214,33,42691.0,0,Graduation,Married,,,,
4943,71,70503.0,0,Graduation,Married,,,,
35,37,25545.0,1,Graduation,Married,,,,
2258,38,32880.0,1,Graduation,Married,,,,
4322,66,77863.0,0,PhD,Together,,,,
713,47,50353.0,0,Master,Married,,,,
4702,60,61839.0,0,Graduation,Single,,,,
3281,64,49154.0,2,PhD,Married,,,,
702,49,47682.0,1,2n Cycle,Widow,,,,
2004,55,72679.0,1,Graduation,Single,,,,
4769,47,57954.0,2,Master,Together,,,,
4437,62,65316.0,2,Graduation,Married,,,,
8724,42,28567.0,1,Graduation,Single,,,,
10741,73,47352.0,1,Master,Together,,,,
1991,57,44931.0,1,Graduation,Together,,,,
6931,57,76982.0,0,Graduation,Divorced,,,,
11096,72,57247.0,1,2n Cycle,Together,,,,
304,43,22944.0,1,Master,Single,,,,
3665,47,25315.0,1,2n Cycle,Together,,,,
10591,55,43638.0,1,Graduation,Widow,,,,
5036,40,42710.0,1,PhD,Single,,,,
5547,42,84169.0,0,PhD,Married,,,,
7822,48,54058.0,1,Graduation,Together,,,,
8541,34,24683.0,1,2n Cycle,Married,,,,
10955,60,85620.0,0,Graduation,Widow,,,,
4368,44,47850.0,1,Graduation,Married,,,,
9671,56,19514.0,2,Graduation,Married,,,,
2256,51,27159.0,2,Master,Married,,,,
4279,61,39548.0,2,2n Cycle,Single,,,,
5371,35,21474.0,1,Graduation,Single,,,,
9240,53,60504.0,1,PhD,Single,,,,
9460,61,22419.0,0,Graduation,Married,,,,
9504,75,81698.0,0,Master,Married,,,,
8692,72,43462.0,2,Graduation,Together,,,,
448,46,54880.0,1,PhD,Single,,,,
8314,42,79908.0,0,Graduation,Married,,,,
8420,54,15315.0,0,2n Cycle,Married,,,,
3174,65,87771.0,1,Graduation,Together,,,,
7685,46,33039.0,1,Graduation,Married,,,,
3179,44,81741.0,0,Graduation,Single,,,,
9780,53,71499.0,1,Master,Together,,,,
10681,54,62466.0,1,2n Cycle,Married,,,,
10232,61,48799.0,1,PhD,Divorced,,,,
4184,74,52157.0,1,PhD,Together,,,,
9120,62,66565.0,1,Graduation,Single,,,,
891,73,29298.0,2,Master,Together,,,,
10381,45,47691.0,1,Graduation,Single,,,,
3525,54,38200.0,2,Graduation,Together,,,,
6818,50,44989.0,1,Graduation,Married,,,,
3526,56,38443.0,2,PhD,Married,,,,
8181,46,38593.0,1,2n Cycle,Single,,,,
1029,54,64413.0,1,PhD,Together,,,,
7369,43,36959.0,1,Master,Married,,,,
2574,47,61996.0,1,PhD,Married,,,,
8159,56,51287.0,2,Graduation,Married,,,,
1160,54,13260.0,2,Graduation,Married,,,,
10242,58,47472.0,2,PhD,Together,,,,
5253,68,54603.0,2,Master,Together,,,,
5966,50,45207.0,2,PhD,Married,,,,
5314,73,40689.0,1,Graduation,Together,,,,
5081,57,47821.0,2,2n Cycle,Together,,,,
5123,73,27450.0,0,Master,Married,,,,
5756,41,39453.0,1,Graduation,Together,,,,
8036,53,26850.0,2,2n Cycle,Together,,,,
9058,69,79800.0,0,Graduation,Widow,,,,
